"Variable","Label"
"hc53_14","hemoglobin level (g/dl - 1 decimal)"
"hc53_15","hemoglobin level (g/dl - 1 decimal)"
"hc53_16","hemoglobin level (g/dl - 1 decimal)"
"hc53_17","hemoglobin level (g/dl - 1 decimal)"
"hc53_18","hemoglobin level (g/dl - 1 decimal)"
"hc53_19","hemoglobin level (g/dl - 1 decimal)"
"hc53_20","hemoglobin level (g/dl - 1 decimal)"
"hc55_01","result of measurement - hemoglobin"
"hc55_02","result of measurement - hemoglobin"
"hc55_03","result of measurement - hemoglobin"
"hc55_04","result of measurement - hemoglobin"
"hc55_05","result of measurement - hemoglobin"
"hc55_06","result of measurement - hemoglobin"
"hc55_07","result of measurement - hemoglobin"
"hc55_08","result of measurement - hemoglobin"
"hc55_09","result of measurement - hemoglobin"
"hc55_10","result of measurement - hemoglobin"
"hc55_11","result of measurement - hemoglobin"
"hc55_12","result of measurement - hemoglobin"
"hc55_13","result of measurement - hemoglobin"
"hc55_14","result of measurement - hemoglobin"
"hc55_15","result of measurement - hemoglobin"
"hc55_16","result of measurement - hemoglobin"
"hc55_17","result of measurement - hemoglobin"
"hc55_18","result of measurement - hemoglobin"
"hc55_19","result of measurement - hemoglobin"
"hc55_20","result of measurement - hemoglobin"
"hc56_01","hemoglobin level adjusted for altitude (g/dl - 1 decimal)"
"hc56_02","hemoglobin level adjusted for altitude (g/dl - 1 decimal)"
"hc56_03","hemoglobin level adjusted for altitude (g/dl - 1 decimal)"
"hc56_04","hemoglobin level adjusted for altitude (g/dl - 1 decimal)"
"hc56_05","hemoglobin level adjusted for altitude (g/dl - 1 decimal)"
"hc56_06","hemoglobin level adjusted for altitude (g/dl - 1 decimal)"
"hc56_07","hemoglobin level adjusted for altitude (g/dl - 1 decimal)"
"hc56_08","hemoglobin level adjusted for altitude (g/dl - 1 decimal)"
"hc56_09","hemoglobin level adjusted for altitude (g/dl - 1 decimal)"
"hc56_10","hemoglobin level adjusted for altitude (g/dl - 1 decimal)"
"hc56_11","hemoglobin level adjusted for altitude (g/dl - 1 decimal)"
"hc56_12","hemoglobin level adjusted for altitude (g/dl - 1 decimal)"
"hc56_13","hemoglobin level adjusted for altitude (g/dl - 1 decimal)"
"hc56_14","hemoglobin level adjusted for altitude (g/dl - 1 decimal)"
"hc56_15","hemoglobin level adjusted for altitude (g/dl - 1 decimal)"
"hc56_16","hemoglobin level adjusted for altitude (g/dl - 1 decimal)"
"hc56_17","hemoglobin level adjusted for altitude (g/dl - 1 decimal)"
"hc56_18","hemoglobin level adjusted for altitude (g/dl - 1 decimal)"
"hc56_19","hemoglobin level adjusted for altitude (g/dl - 1 decimal)"
"hc56_20","hemoglobin level adjusted for altitude (g/dl - 1 decimal)"
"hc57_01","anemia level"
"hc57_02","anemia level"
"hc57_03","anemia level"
"hc57_04","anemia level"
"hc57_05","anemia level"
"hc57_06","anemia level"
"hc57_07","anemia level"
"hc57_08","anemia level"
"hc57_09","anemia level"
"hc57_10","anemia level"
"hc57_11","anemia level"
"hc57_12","anemia level"
"hc57_13","anemia level"
"hc57_14","anemia level"
"hc57_15","anemia level"
"hc57_16","anemia level"
"hc57_17","anemia level"
"hc57_18","anemia level"
"hc57_19","anemia level"
"hc57_20","anemia level"
"hc58_01","na - agrees to referral - anemia"
"hc58_02","na - agrees to referral - anemia"
"hc58_03","na - agrees to referral - anemia"
"hc58_04","na - agrees to referral - anemia"
"hc58_05","na - agrees to referral - anemia"
"hc58_06","na - agrees to referral - anemia"
"hc58_07","na - agrees to referral - anemia"
"hc58_08","na - agrees to referral - anemia"
"hc58_09","na - agrees to referral - anemia"
"hc58_10","na - agrees to referral - anemia"
"hc58_11","na - agrees to referral - anemia"
"hc58_12","na - agrees to referral - anemia"
"hc58_13","na - agrees to referral - anemia"
"hc58_14","na - agrees to referral - anemia"
"hc58_15","na - agrees to referral - anemia"
"hc58_16","na - agrees to referral - anemia"
"hc58_17","na - agrees to referral - anemia"
"hc58_18","na - agrees to referral - anemia"
"hc58_19","na - agrees to referral - anemia"
"hc58_20","na - agrees to referral - anemia"
"hc60_01","mother's line number (woman's questionnaire)"
"hc60_02","mother's line number (woman's questionnaire)"
"hc60_03","mother's line number (woman's questionnaire)"
"hc60_04","mother's line number (woman's questionnaire)"
"hc60_05","mother's line number (woman's questionnaire)"
"hc60_06","mother's line number (woman's questionnaire)"
"hc60_07","mother's line number (woman's questionnaire)"
"hc60_08","mother's line number (woman's questionnaire)"
"hc60_09","mother's line number (woman's questionnaire)"
"hc60_10","mother's line number (woman's questionnaire)"
"hc60_11","mother's line number (woman's questionnaire)"
"hc60_12","mother's line number (woman's questionnaire)"
"hc60_13","mother's line number (woman's questionnaire)"
"hc60_14","mother's line number (woman's questionnaire)"
"hc60_15","mother's line number (woman's questionnaire)"
"hc60_16","mother's line number (woman's questionnaire)"
"hc60_17","mother's line number (woman's questionnaire)"
"hc60_18","mother's line number (woman's questionnaire)"
"hc60_19","mother's line number (woman's questionnaire)"
"hc60_20","mother's line number (woman's questionnaire)"
"hc61_01","mother's highest educational level"
"hc61_02","mother's highest educational level"
"hc61_03","mother's highest educational level"
"hc61_04","mother's highest educational level"
"hc61_05","mother's highest educational level"
"hc61_06","mother's highest educational level"
"hc61_07","mother's highest educational level"
"hc61_08","mother's highest educational level"
"hc61_09","mother's highest educational level"
"hc61_10","mother's highest educational level"
"hc61_11","mother's highest educational level"
"hc61_12","mother's highest educational level"
"hc61_13","mother's highest educational level"
"hc61_14","mother's highest educational level"
"hc61_15","mother's highest educational level"
"hc61_16","mother's highest educational level"
"hc61_17","mother's highest educational level"
"hc61_18","mother's highest educational level"
"hc61_19","mother's highest educational level"
"hc61_20","mother's highest educational level"
"hc62_01","mother's highest year of education"
"hc62_02","mother's highest year of education"
"hc62_03","mother's highest year of education"
"hc62_04","mother's highest year of education"
"hc62_05","mother's highest year of education"
"hc62_06","mother's highest year of education"
"hc62_07","mother's highest year of education"
"hc62_08","mother's highest year of education"
"hc62_09","mother's highest year of education"
"hc62_10","mother's highest year of education"
"hc62_11","mother's highest year of education"
"hc62_12","mother's highest year of education"
"hc62_13","mother's highest year of education"
"hc62_14","mother's highest year of education"
"hc62_15","mother's highest year of education"
"hc62_16","mother's highest year of education"
"hc62_17","mother's highest year of education"
"hc62_18","mother's highest year of education"
"hc62_19","mother's highest year of education"
"hc62_20","mother's highest year of education"
"hc63_01","preceding birth interval (months)"
"hc63_02","preceding birth interval (months)"
"hc63_03","preceding birth interval (months)"
"hc63_04","preceding birth interval (months)"
"hc63_05","preceding birth interval (months)"
"hc63_06","preceding birth interval (months)"
"hc63_07","preceding birth interval (months)"
"hc63_08","preceding birth interval (months)"
"hc63_09","preceding birth interval (months)"
"hc63_10","preceding birth interval (months)"
"hc63_11","preceding birth interval (months)"
"hc63_12","preceding birth interval (months)"
"hc63_13","preceding birth interval (months)"
"hc63_14","preceding birth interval (months)"
"hc63_15","preceding birth interval (months)"
"hc63_16","preceding birth interval (months)"
"hc63_17","preceding birth interval (months)"
"hc63_18","preceding birth interval (months)"
"hc63_19","preceding birth interval (months)"
"hc63_20","preceding birth interval (months)"
"hc64_01","birth order number"
"hc64_02","birth order number"
"hc64_03","birth order number"
"hc64_04","birth order number"
"hc64_05","birth order number"
"hc64_06","birth order number"
"hc64_07","birth order number"
"hc64_08","birth order number"
"hc64_09","birth order number"
"hc64_10","birth order number"
"hc64_11","birth order number"
"hc64_12","birth order number"
"hc64_13","birth order number"
"hc64_14","birth order number"
"hc64_15","birth order number"
"hc64_16","birth order number"
"hc64_17","birth order number"
"hc64_18","birth order number"
"hc64_19","birth order number"
"hc64_20","birth order number"
"hc68_01","mother's highest educational level (for preliminary and final report)"
"hc68_02","mother's highest educational level (for preliminary and final report)"
"hc68_03","mother's highest educational level (for preliminary and final report)"
"hc68_04","mother's highest educational level (for preliminary and final report)"
"hc68_05","mother's highest educational level (for preliminary and final report)"
"hc68_06","mother's highest educational level (for preliminary and final report)"
"hc68_07","mother's highest educational level (for preliminary and final report)"
"hc68_08","mother's highest educational level (for preliminary and final report)"
"hc68_09","mother's highest educational level (for preliminary and final report)"
"hc68_10","mother's highest educational level (for preliminary and final report)"
"hc68_11","mother's highest educational level (for preliminary and final report)"
"hc68_12","mother's highest educational level (for preliminary and final report)"
"hc68_13","mother's highest educational level (for preliminary and final report)"
"hc68_14","mother's highest educational level (for preliminary and final report)"
"hc68_15","mother's highest educational level (for preliminary and final report)"
"hc68_16","mother's highest educational level (for preliminary and final report)"
"hc68_17","mother's highest educational level (for preliminary and final report)"
"hc68_18","mother's highest educational level (for preliminary and final report)"
"hc68_19","mother's highest educational level (for preliminary and final report)"
"hc68_20","mother's highest educational level (for preliminary and final report)"
"hc70_01","height/age standard deviation (new who)"
"hc70_02","height/age standard deviation (new who)"
"hc70_03","height/age standard deviation (new who)"
"hc70_04","height/age standard deviation (new who)"
"hc70_05","height/age standard deviation (new who)"
"hc70_06","height/age standard deviation (new who)"
"hc70_07","height/age standard deviation (new who)"
"hc70_08","height/age standard deviation (new who)"
"hc70_09","height/age standard deviation (new who)"
"hc70_10","height/age standard deviation (new who)"
"hc70_11","height/age standard deviation (new who)"
"hc70_12","height/age standard deviation (new who)"
"hc70_13","height/age standard deviation (new who)"
"hc70_14","height/age standard deviation (new who)"
"hc70_15","height/age standard deviation (new who)"
"hc70_16","height/age standard deviation (new who)"
"hc70_17","height/age standard deviation (new who)"
"hc70_18","height/age standard deviation (new who)"
"hc70_19","height/age standard deviation (new who)"
"hc70_20","height/age standard deviation (new who)"
"hc71_01","weight/age standard deviation (new who)"
"hc71_02","weight/age standard deviation (new who)"
"hc71_03","weight/age standard deviation (new who)"
"hc71_04","weight/age standard deviation (new who)"
"hc71_05","weight/age standard deviation (new who)"
"hc71_06","weight/age standard deviation (new who)"
"hc71_07","weight/age standard deviation (new who)"
"hc71_08","weight/age standard deviation (new who)"
"hc71_09","weight/age standard deviation (new who)"
"hc71_10","weight/age standard deviation (new who)"
"hc71_11","weight/age standard deviation (new who)"
"hc71_12","weight/age standard deviation (new who)"
"hc71_13","weight/age standard deviation (new who)"
"hc71_14","weight/age standard deviation (new who)"
"hc71_15","weight/age standard deviation (new who)"
"hc71_16","weight/age standard deviation (new who)"
"hc71_17","weight/age standard deviation (new who)"
"hc71_18","weight/age standard deviation (new who)"
"hc71_19","weight/age standard deviation (new who)"
"hc71_20","weight/age standard deviation (new who)"
"hc72_01","weight/height standard deviation (new who)"
"hc72_02","weight/height standard deviation (new who)"
"hc72_03","weight/height standard deviation (new who)"
"hc72_04","weight/height standard deviation (new who)"
"hc72_05","weight/height standard deviation (new who)"
"hc72_06","weight/height standard deviation (new who)"
"hc72_07","weight/height standard deviation (new who)"
"hc72_08","weight/height standard deviation (new who)"
"hc72_09","weight/height standard deviation (new who)"
"hc72_10","weight/height standard deviation (new who)"
"hc72_11","weight/height standard deviation (new who)"
"hc72_12","weight/height standard deviation (new who)"
"hc72_13","weight/height standard deviation (new who)"
"hc72_14","weight/height standard deviation (new who)"
"hc72_15","weight/height standard deviation (new who)"
"hc72_16","weight/height standard deviation (new who)"
"hc72_17","weight/height standard deviation (new who)"
"hc72_18","weight/height standard deviation (new who)"
"hc72_19","weight/height standard deviation (new who)"
"hc72_20","weight/height standard deviation (new who)"
"hc73_01","bmi standard deviation (new who)"
"hc73_02","bmi standard deviation (new who)"
"hc73_03","bmi standard deviation (new who)"
"hc73_04","bmi standard deviation (new who)"
"hc73_05","bmi standard deviation (new who)"
"hc73_06","bmi standard deviation (new who)"
"hc73_07","bmi standard deviation (new who)"
"hc73_08","bmi standard deviation (new who)"
"hc73_09","bmi standard deviation (new who)"
"hc73_10","bmi standard deviation (new who)"
"hc73_11","bmi standard deviation (new who)"
"hc73_12","bmi standard deviation (new who)"
"hc73_13","bmi standard deviation (new who)"
"hc73_14","bmi standard deviation (new who)"
"hc73_15","bmi standard deviation (new who)"
"hc73_16","bmi standard deviation (new who)"
"hc73_17","bmi standard deviation (new who)"
"hc73_18","bmi standard deviation (new who)"
"hc73_19","bmi standard deviation (new who)"
"hc73_20","bmi standard deviation (new who)"
"hb0_01","index to household schedule"
"hb0_02","index to household schedule"
"hb0_03","index to household schedule"
"hb0_04","index to household schedule"
"hb0_05","index to household schedule"
"hb0_06","index to household schedule"
"hb0_07","index to household schedule"
"hb0_08","index to household schedule"
"hb0_09","index to household schedule"
"hb0_10","index to household schedule"
"hb0_11","index to household schedule"
"hb0_12","index to household schedule"
"hb0_13","index to household schedule"
"hb0_14","index to household schedule"
"hb0_15","index to household schedule"
"hb0_16","index to household schedule"
"hb0_17","index to household schedule"
"hb0_18","index to household schedule"
"hb0_19","index to household schedule"
"hb0_20","index to household schedule"
"hb1_01","man's age in years"
"hb1_02","man's age in years"
"hb1_03","man's age in years"
"hb1_04","man's age in years"
"hb1_05","man's age in years"
"hb1_06","man's age in years"
"hb1_07","man's age in years"
"hb1_08","man's age in years"
"hb1_09","man's age in years"
"hb1_10","man's age in years"
"hb1_11","man's age in years"
"hb1_12","man's age in years"
"hb1_13","man's age in years"
"hb1_14","man's age in years"
"hb1_15","man's age in years"
"hb1_16","man's age in years"
"hb1_17","man's age in years"
"hb1_18","man's age in years"
"hb1_19","man's age in years"
"hb1_20","man's age in years"
"hb2_01","man's weight in kilograms (1 decimal)"
"hb2_02","man's weight in kilograms (1 decimal)"
"hb2_03","man's weight in kilograms (1 decimal)"
"hb2_04","man's weight in kilograms (1 decimal)"
"hb2_05","man's weight in kilograms (1 decimal)"
"hb2_06","man's weight in kilograms (1 decimal)"
"hb2_07","man's weight in kilograms (1 decimal)"
"hb2_08","man's weight in kilograms (1 decimal)"
"hb2_09","man's weight in kilograms (1 decimal)"
"hb2_10","man's weight in kilograms (1 decimal)"
"hb2_11","man's weight in kilograms (1 decimal)"
"hb2_12","man's weight in kilograms (1 decimal)"
"hb2_13","man's weight in kilograms (1 decimal)"
"hb2_14","man's weight in kilograms (1 decimal)"
"hb2_15","man's weight in kilograms (1 decimal)"
"hb2_16","man's weight in kilograms (1 decimal)"
"hb2_17","man's weight in kilograms (1 decimal)"
"hb2_18","man's weight in kilograms (1 decimal)"
"hb2_19","man's weight in kilograms (1 decimal)"
"hb2_20","man's weight in kilograms (1 decimal)"
"hb3_01","man's height in centimeters (1 decimal)"
"hb3_02","man's height in centimeters (1 decimal)"
"hb3_03","man's height in centimeters (1 decimal)"
"hb3_04","man's height in centimeters (1 decimal)"
"hb3_05","man's height in centimeters (1 decimal)"
"hb3_06","man's height in centimeters (1 decimal)"
"hb3_07","man's height in centimeters (1 decimal)"
"hb3_08","man's height in centimeters (1 decimal)"
"hb3_09","man's height in centimeters (1 decimal)"
"hb3_10","man's height in centimeters (1 decimal)"
"hb3_11","man's height in centimeters (1 decimal)"
"hb3_12","man's height in centimeters (1 decimal)"
"hb3_13","man's height in centimeters (1 decimal)"
"hb3_14","man's height in centimeters (1 decimal)"
"hb3_15","man's height in centimeters (1 decimal)"
"hb3_16","man's height in centimeters (1 decimal)"
"hb3_17","man's height in centimeters (1 decimal)"
"hb3_18","man's height in centimeters (1 decimal)"
"hb3_19","man's height in centimeters (1 decimal)"
"hb3_20","man's height in centimeters (1 decimal)"
"hb4_01","height/age percentile"
"hb4_02","height/age percentile"
"hb4_03","height/age percentile"
"hb4_04","height/age percentile"
"hb4_05","height/age percentile"
"hb4_06","height/age percentile"
"hb4_07","height/age percentile"
"hb4_08","height/age percentile"
"hb4_09","height/age percentile"
"hb4_10","height/age percentile"
"hb4_11","height/age percentile"
"hb4_12","height/age percentile"
"hb4_13","height/age percentile"
"hb4_14","height/age percentile"
"hb4_15","height/age percentile"
"hb4_16","height/age percentile"
"hb4_17","height/age percentile"
"hb4_18","height/age percentile"
"hb4_19","height/age percentile"
"hb4_20","height/age percentile"
"hb5_01","height/age standard deviation"
"hb5_02","height/age standard deviation"
"hb5_03","height/age standard deviation"
"hb5_04","height/age standard deviation"
"hb5_05","height/age standard deviation"
"hb5_06","height/age standard deviation"
"hb5_07","height/age standard deviation"
"hb5_08","height/age standard deviation"
"hb5_09","height/age standard deviation"
"hb5_10","height/age standard deviation"
"hb5_11","height/age standard deviation"
"hb5_12","height/age standard deviation"
"hb5_13","height/age standard deviation"
"hb5_14","height/age standard deviation"
"hb5_15","height/age standard deviation"
"hb5_16","height/age standard deviation"
"hb5_17","height/age standard deviation"
"hb5_18","height/age standard deviation"
"hb5_19","height/age standard deviation"
"hb5_20","height/age standard deviation"
"hb6_01","height/age percent ref. median"
"hb6_02","height/age percent ref. median"
"hb6_03","height/age percent ref. median"
"hb6_04","height/age percent ref. median"
"hb6_05","height/age percent ref. median"
"hb6_06","height/age percent ref. median"
"hb6_07","height/age percent ref. median"
"hb6_08","height/age percent ref. median"
"hb6_09","height/age percent ref. median"
"hb6_10","height/age percent ref. median"
"hb6_11","height/age percent ref. median"
"hb6_12","height/age percent ref. median"
"hb6_13","height/age percent ref. median"
"hb6_14","height/age percent ref. median"
"hb6_15","height/age percent ref. median"
"hb6_16","height/age percent ref. median"
"hb6_17","height/age percent ref. median"
"hb6_18","height/age percent ref. median"
"hb6_19","height/age percent ref. median"
"hb6_20","height/age percent ref. median"
"hb11_01","weight/height standard deviation (dhs)"
"hb11_02","weight/height standard deviation (dhs)"
"hb11_03","weight/height standard deviation (dhs)"
"hb11_04","weight/height standard deviation (dhs)"
"hb11_05","weight/height standard deviation (dhs)"
"hb11_06","weight/height standard deviation (dhs)"
"hb11_07","weight/height standard deviation (dhs)"
"hb11_08","weight/height standard deviation (dhs)"
"hb11_09","weight/height standard deviation (dhs)"
"hb11_10","weight/height standard deviation (dhs)"
"hb11_11","weight/height standard deviation (dhs)"
"hb11_12","weight/height standard deviation (dhs)"
"hb11_13","weight/height standard deviation (dhs)"
"hb11_14","weight/height standard deviation (dhs)"
"hb11_15","weight/height standard deviation (dhs)"
"hb11_16","weight/height standard deviation (dhs)"
"hb11_17","weight/height standard deviation (dhs)"
"hb11_18","weight/height standard deviation (dhs)"
"hb11_19","weight/height standard deviation (dhs)"
"hb11_20","weight/height standard deviation (dhs)"
"hb12_01","weight/height percent ref. median (dhs)"
"hb12_02","weight/height percent ref. median (dhs)"
"hb12_03","weight/height percent ref. median (dhs)"
"hb12_04","weight/height percent ref. median (dhs)"
"hb12_05","weight/height percent ref. median (dhs)"
"hb12_06","weight/height percent ref. median (dhs)"
"hb12_07","weight/height percent ref. median (dhs)"
"hb12_08","weight/height percent ref. median (dhs)"
"hb12_09","weight/height percent ref. median (dhs)"
"hb12_10","weight/height percent ref. median (dhs)"
"hb12_11","weight/height percent ref. median (dhs)"
"hb12_12","weight/height percent ref. median (dhs)"
"hb12_13","weight/height percent ref. median (dhs)"
"hb12_14","weight/height percent ref. median (dhs)"
"hb12_15","weight/height percent ref. median (dhs)"
"hb12_16","weight/height percent ref. median (dhs)"
"hb12_17","weight/height percent ref. median (dhs)"
"hb12_18","weight/height percent ref. median (dhs)"
"hb12_19","weight/height percent ref. median (dhs)"
"hb12_20","weight/height percent ref. median (dhs)"
"hb12a_01","weight/height percent ref. median (fog)"
"hb12a_02","weight/height percent ref. median (fog)"
"hb12a_03","weight/height percent ref. median (fog)"
"hb12a_04","weight/height percent ref. median (fog)"
"hb12a_05","weight/height percent ref. median (fog)"
"hb12a_06","weight/height percent ref. median (fog)"
"hb12a_07","weight/height percent ref. median (fog)"
"hb12a_08","weight/height percent ref. median (fog)"
"hb12a_09","weight/height percent ref. median (fog)"
"hb12a_10","weight/height percent ref. median (fog)"
"hb12a_11","weight/height percent ref. median (fog)"
"hb12a_12","weight/height percent ref. median (fog)"
"hb12a_13","weight/height percent ref. median (fog)"
"hb12a_14","weight/height percent ref. median (fog)"
"hb12a_15","weight/height percent ref. median (fog)"
"hb12a_16","weight/height percent ref. median (fog)"
"hb12a_17","weight/height percent ref. median (fog)"
"hb12a_18","weight/height percent ref. median (fog)"
"hb12a_19","weight/height percent ref. median (fog)"
"hb12a_20","weight/height percent ref. median (fog)"
"hb12b_01","weight/height percent ref. median (who)"
"hb12b_02","weight/height percent ref. median (who)"
"hb12b_03","weight/height percent ref. median (who)"
"hb12b_04","weight/height percent ref. median (who)"
"hb12b_05","weight/height percent ref. median (who)"
"hb12b_06","weight/height percent ref. median (who)"
"hb12b_07","weight/height percent ref. median (who)"
"hb12b_08","weight/height percent ref. median (who)"
"hb12b_09","weight/height percent ref. median (who)"
"hb12b_10","weight/height percent ref. median (who)"
"hb12b_11","weight/height percent ref. median (who)"
"hb12b_12","weight/height percent ref. median (who)"
"hb12b_13","weight/height percent ref. median (who)"
"hb12b_14","weight/height percent ref. median (who)"
"hb12b_15","weight/height percent ref. median (who)"
"hb12b_16","weight/height percent ref. median (who)"
"hb12b_17","weight/height percent ref. median (who)"
"hb12b_18","weight/height percent ref. median (who)"
"hb12b_19","weight/height percent ref. median (who)"
"hb12b_20","weight/height percent ref. median (who)"
"hb13_01","result of measurement - height/weight"
"hb13_02","result of measurement - height/weight"
"hb13_03","result of measurement - height/weight"
"hb13_04","result of measurement - height/weight"
"hb13_05","result of measurement - height/weight"
"hb13_06","result of measurement - height/weight"
"hb13_07","result of measurement - height/weight"
"hb13_08","result of measurement - height/weight"
"hb13_09","result of measurement - height/weight"
"hb13_10","result of measurement - height/weight"
"hb13_11","result of measurement - height/weight"
"hb13_12","result of measurement - height/weight"
"hb13_13","result of measurement - height/weight"
"hb13_14","result of measurement - height/weight"
"hb13_15","result of measurement - height/weight"
"hb13_16","result of measurement - height/weight"
"hb13_17","result of measurement - height/weight"
"hb13_18","result of measurement - height/weight"
"hb13_19","result of measurement - height/weight"
"hb13_20","result of measurement - height/weight"
"hb32_01","date of birth (cmc)"
"hb32_02","date of birth (cmc)"
"hb32_03","date of birth (cmc)"
"hb32_04","date of birth (cmc)"
"hb32_05","date of birth (cmc)"
"hb32_06","date of birth (cmc)"
"hb32_07","date of birth (cmc)"
"hb32_08","date of birth (cmc)"
"hb32_09","date of birth (cmc)"
"hb32_10","date of birth (cmc)"
"hb32_11","date of birth (cmc)"
"hb32_12","date of birth (cmc)"
"hb32_13","date of birth (cmc)"
"hb32_14","date of birth (cmc)"
"hb32_15","date of birth (cmc)"
"hb32_16","date of birth (cmc)"
"hb32_17","date of birth (cmc)"
"hb32_18","date of birth (cmc)"
"hb32_19","date of birth (cmc)"
"hb32_20","date of birth (cmc)"
"hb33_01","completeness of hb32 information"
"hb33_02","completeness of hb32 information"
"hb33_03","completeness of hb32 information"
"hb33_04","completeness of hb32 information"
"hb33_05","completeness of hb32 information"
"hb33_06","completeness of hb32 information"
"hb33_07","completeness of hb32 information"
"hb33_08","completeness of hb32 information"
"hb33_09","completeness of hb32 information"
"hb33_10","completeness of hb32 information"
"hb33_11","completeness of hb32 information"
"hb33_12","completeness of hb32 information"
"hb33_13","completeness of hb32 information"
"hb33_14","completeness of hb32 information"
"hb33_15","completeness of hb32 information"
"hb33_16","completeness of hb32 information"
"hb33_17","completeness of hb32 information"
"hb33_18","completeness of hb32 information"
"hb33_19","completeness of hb32 information"
"hb33_20","completeness of hb32 information"
"hb35_01","smoking (cigarettes in last 24 hours)"
"hb35_02","smoking (cigarettes in last 24 hours)"
"hb35_03","smoking (cigarettes in last 24 hours)"
"hb35_04","smoking (cigarettes in last 24 hours)"
"hb35_05","smoking (cigarettes in last 24 hours)"
"hb35_06","smoking (cigarettes in last 24 hours)"
"hb35_07","smoking (cigarettes in last 24 hours)"
"hb35_08","smoking (cigarettes in last 24 hours)"
"hb35_09","smoking (cigarettes in last 24 hours)"
"hb35_10","smoking (cigarettes in last 24 hours)"
"hb35_11","smoking (cigarettes in last 24 hours)"
"hb35_12","smoking (cigarettes in last 24 hours)"
"hb35_13","smoking (cigarettes in last 24 hours)"
"hb35_14","smoking (cigarettes in last 24 hours)"
"hb35_15","smoking (cigarettes in last 24 hours)"
"hb35_16","smoking (cigarettes in last 24 hours)"
"hb35_17","smoking (cigarettes in last 24 hours)"
"hb35_18","smoking (cigarettes in last 24 hours)"
"hb35_19","smoking (cigarettes in last 24 hours)"
"hb35_20","smoking (cigarettes in last 24 hours)"
"hb40_01","body mass index"
"hb40_02","body mass index"
"hb40_03","body mass index"
"hb40_04","body mass index"
"hb40_05","body mass index"
"hb40_06","body mass index"
"hb40_07","body mass index"
"hb40_08","body mass index"
"hb40_09","body mass index"
"hb40_10","body mass index"
"hb40_11","body mass index"
"hb40_12","body mass index"
"hb40_13","body mass index"
"hb40_14","body mass index"
"hb40_15","body mass index"
"hb40_16","body mass index"
"hb40_17","body mass index"
"hb40_18","body mass index"
"hb40_19","body mass index"
"hb40_20","body mass index"
"hb41_01","rohrer's index"
"hb41_02","rohrer's index"
"hb41_03","rohrer's index"
"hb41_04","rohrer's index"
"hb41_05","rohrer's index"
"hb41_06","rohrer's index"
"hb41_07","rohrer's index"
"hb41_08","rohrer's index"
"hb41_09","rohrer's index"
"hb41_10","rohrer's index"
"hb41_11","rohrer's index"
"hb41_12","rohrer's index"
"hb41_13","rohrer's index"
"hb41_14","rohrer's index"
"hb41_15","rohrer's index"
"hb41_16","rohrer's index"
"hb41_17","rohrer's index"
"hb41_18","rohrer's index"
"hb41_19","rohrer's index"
"hb41_20","rohrer's index"
"hb50_01","under age 18"
"hb50_02","under age 18"
"hb50_03","under age 18"
"hb50_04","under age 18"
"hb50_05","under age 18"
"hb50_06","under age 18"
"hb50_07","under age 18"
"hb50_08","under age 18"
"hb50_09","under age 18"
"hb50_10","under age 18"
"hb50_11","under age 18"
"hb50_12","under age 18"
"hb50_13","under age 18"
"hb50_14","under age 18"
"hb50_15","under age 18"
"hb50_16","under age 18"
"hb50_17","under age 18"
"hb50_18","under age 18"
"hb50_19","under age 18"
"hb50_20","under age 18"
"hb51_01","line number of parent/caretaker"
"hb51_02","line number of parent/caretaker"
"hb51_03","line number of parent/caretaker"
"hb51_04","line number of parent/caretaker"
"hb51_05","line number of parent/caretaker"
"hb51_06","line number of parent/caretaker"
"hb51_07","line number of parent/caretaker"
"hb51_08","line number of parent/caretaker"
"hb51_09","line number of parent/caretaker"
"hb51_10","line number of parent/caretaker"
"hb51_11","line number of parent/caretaker"
"hb51_12","line number of parent/caretaker"
"hb51_13","line number of parent/caretaker"
"hb51_14","line number of parent/caretaker"
"hb51_15","line number of parent/caretaker"
"hb51_16","line number of parent/caretaker"
"hb51_17","line number of parent/caretaker"
"hb51_18","line number of parent/caretaker"
"hb51_19","line number of parent/caretaker"
"hb51_20","line number of parent/caretaker"
"hb52_01","read consent statement - hemoglobin"
"hb52_02","read consent statement - hemoglobin"
"hb52_03","read consent statement - hemoglobin"
"hb52_04","read consent statement - hemoglobin"
"hb52_05","read consent statement - hemoglobin"
"hb52_06","read consent statement - hemoglobin"
"hb52_07","read consent statement - hemoglobin"
"hb52_08","read consent statement - hemoglobin"
"hb52_09","read consent statement - hemoglobin"
"hb52_10","read consent statement - hemoglobin"
"hb52_11","read consent statement - hemoglobin"
"hb52_12","read consent statement - hemoglobin"
"hb52_13","read consent statement - hemoglobin"
"hb52_14","read consent statement - hemoglobin"
"hb52_15","read consent statement - hemoglobin"
"hb52_16","read consent statement - hemoglobin"
"hb52_17","read consent statement - hemoglobin"
"hb52_18","read consent statement - hemoglobin"
"hb52_19","read consent statement - hemoglobin"
"hb52_20","read consent statement - hemoglobin"
"hb53_01","hemoglobin level (g/dl - 1 decimal)"
"hb53_02","hemoglobin level (g/dl - 1 decimal)"
"hb53_03","hemoglobin level (g/dl - 1 decimal)"
"hb53_04","hemoglobin level (g/dl - 1 decimal)"
"hb53_05","hemoglobin level (g/dl - 1 decimal)"
"hb53_06","hemoglobin level (g/dl - 1 decimal)"
"hb53_07","hemoglobin level (g/dl - 1 decimal)"
